Symbol,Direction,Entry Price,Max Size,Max Size USDT,Realized PnL,Realized PnL %,Open Time,Close Time,Runup,Drawdown
BTCUSDT,Long,"72,708.175 USDT",70.773,"5,145,775.65 USDT","-62,842.62 USDT",-1.22 %,03/14/2024 12:33 UTC,03/14/2024 13:53 UTC,"0.36 % 72,967 USDT","-1.52 % 71,603 USDT"
DOGEUSDT,Long,0.186 USDT,"5,912,612","1,101,550.18 USDT","-5,715.70 USDT",-0.52 %,03/14/2024 13:16 UTC,03/14/2024 13:27 UTC,1.79 % 0.19 USDT,-1.01 % 0.18 USDT
WIFUSDT,Long,3.291 USDT,"242,424.2","797,925.58 USDT","-10,425.73 USDT",-1.31 %,03/14/2024 12:32 UTC,03/14/2024 13:13 UTC,1.17 % 3.33 USDT,-2.70 % 3.20 USDT
BTCUSDT,Long,"72,604.652 USDT",119.594,"8,683,080.74 USDT","27,530 USDT",0.32 %,03/13/2024 13:27 UTC,03/14/2024 11:52 UTC,"1.76 % 73,881 USDT","-1.29 % 71,671 USDT"
1000PEPEUSDT,Long,0.01 USDT,"117,647,058","1,199,124.39 USDT","46,565 USDT",3.88 %,03/14/2024 05:22 UTC,03/14/2024 06:08 UTC,6.82 % 0.01 USDT,
DYDXUSDT,Long,4.048 USDT,"197,287.2","798,661.58 USDT","-15,314.28 USDT",-1.92 %,03/14/2024 00:35 UTC,03/14/2024 05:20 UTC,2.91 % 4.17 USDT,-2.57 % 3.94 USDT
BNBUSDT,Long,621.088 USDT,803.85,"499,261.46 USDT","-4,139.07 USDT",-0.83 %,03/14/2024 01:11 UTC,03/14/2024 02:03 UTC,0.33 % 623.12 USDT,-0.89 % 615.56 USDT
1000BONKUSDT,Long,0.033 USDT,"6,073,099","200,317.99 USDT","-3,832.63 USDT",-1.91 %,03/14/2024 00:44 UTC,03/14/2024 01:09 UTC,1.93 % 0.03 USDT,-2.28 % 0.03 USDT
SOLUSDT,Long,154.191 USDT,"9,952","1,534,507.66 USDT","37,006 USDT",2.41 %,03/13/2024 14:50 UTC,03/13/2024 17:19 UTC,3.69 % 159.88 USDT,-0.69 % 153.12 USDT
PIXELUSDT,Long,0.84 USDT,"978,403","822,086.03 USDT","-38,261.38 USDT",-4.65 %,03/13/2024 09:45 UTC,03/13/2024 13:58 UTC,0.48 % 0.84 USDT,-5.25 % 0.80 USDT
YGGUSDT,Long,0.985 USDT,"253,807","249,894.37 USDT","-3,672.80 USDT",-1.47 %,03/13/2024 13:10 UTC,03/13/2024 13:49 UTC,1.55 % 1.00 USDT,-2.83 % 0.96 USDT
GALAUSDT,Long,0.075 USDT,"12,428,442","931,557.80 USDT","-45,985.02 USDT",-4.94 %,03/13/2024 09:40 UTC,03/13/2024 13:49 UTC,3.70 % 0.08 USDT,-5.43 % 0.07 USDT
SOLUSDT,Long,153.087 USDT,"18,854","2,886,308.30 USDT",-22.59 USDT,0.00 %,03/13/2024 09:39 UTC,03/13/2024 12:45 UTC,1.20 % 154.92 USDT,-1.16 % 151.32 USDT
ETHUSDT,Short,"4,007.557 USDT","1,981.817","-7,942,244.49 USDT","-128,320.11 USDT",-1.62 %,03/12/2024 14:10 UTC,03/13/2024 07:16 UTC,"3.77 % 3,862 USDT","-1.51 % 4,069 USDT"
SOLUSDT,Short,147.364 USDT,"6,336","-933,697.95 USDT","-24,486.73 USDT",-2.62 %,03/12/2024 16:50 UTC,03/13/2024 05:24 UTC,0.64 % 146.43 USDT,-2.73 % 151.50 USDT
GALAUSDT,Long,0.07 USDT,"9,574,468","668,388.38 USDT","18,555 USDT",2.78 %,03/13/2024 00:22 UTC,03/13/2024 02:49 UTC,4.79 % 0.07 USDT,
BTCUSDT,Long,"69,772.566 USDT",90.614,"6,322,371.34 USDT","216,272 USDT",3.42 %,03/11/2024 01:28 UTC,03/12/2024 14:09 UTC,"5.16 % 73,370 USDT","-3.07 % 67,633 USDT"
LTCUSDT,Long,96.253 USDT,"17,853.403","1,718,444.35 USDT","16,227 USDT",0.94 %,03/11/2024 12:13 UTC,03/12/2024 14:09 UTC,9.98 % 105.86 USDT,-1.76 % 94.56 USDT
BNBUSDT,Long,533.744 USDT,"2,356.93","1,251,052.24 USDT","1,080 USDT",0.09 %,03/12/2024 03:01 UTC,03/12/2024 08:28 UTC,1.99 % 544.35 USDT,-1.08 % 528.00 USDT
PIXELUSDT,Long,0.942 USDT,"635,274","598,334.12 USDT","-2,170.29 USDT",-0.36 %,03/11/2024 05:47 UTC,03/11/2024 08:41 UTC,4.89 % 0.99 USDT,-1.43 % 0.93 USDT
GALAUSDT,Long,0.075 USDT,"8,477,212","633,596.73 USDT","63,593 USDT",10.04 %,03/11/2024 05:47 UTC,03/11/2024 08:19 UTC,10.14 % 0.08 USDT,-1.69 % 0.07 USDT
